id,datetime,user,size,change,note
979128502,2020-09-18 23:27:00,TheGEICOgecko,489467,,"→‎COVID-19 pandemic:  Added explicitness on Trump's stance, which helps give a quick background on his decisions. See the discussion under ""Downplay of pandemic"""
978924793,2020-09-17 19:08:00,Vgy7ujm,488518,−6,→‎Israel
978740515,2020-09-16 17:49:00,Mandruss,488524,+94,→‎2017 FBI counterintelligence inquiry:  cite cleanup
978736068,2020-09-16 17:18:00,Mandruss,488430,−1,→‎top:  - 47 -> 2
978658522,2020-09-16 06:26:00,TheGEICOgecko,488431,−3,"Edited Trump's birthplace per the new consensus (see Talk:Donald Trump#Current consensus, item 47)"
978644088,2020-09-16 04:09:00,Vgy7ujm,488434,,"→‎Israel:  Mentioned the agreement between Israel, Bahrain and the UAE."
978604901,2020-09-15 22:14:00,Soibangla,487687,+12,"→‎2017 FBI counterintelligence inquiry:  specifically, confirmed the opening of the investigation"
978577819,2020-09-15 19:08:00,Soibangla,487675,+174,Filled in 1 bare reference(s) with reFill 2
978577726,2020-09-15 19:08:00,Soibangla,487501,,"→‎Investigations:  The New York Times'' reported in August 2020 that after Trump fired FBI director Comey in May 2017, the FBI opened a counterintelligence investigation into Trump’s personal and business dealings with Russia. Within days, deputy attorney general Rod Rosenstein curtailed the inquiry, giving the bureau the impression that the incipient Mueller investigation would pursue it, though Rosenstein instructed Mueller not to, effectively ending the inquiry"
978545929,2020-09-15 15:19:00,Bdushaw,486291,,Undid revision 978439331 by Bdushaw (talk)  Not agreeing with revert; well-sourced material of primary significance. See Talk.
978439331,2020-09-14 22:55:00,Bdushaw,482737,,Undid revision 978438487 by Bdushaw (talk) Undo my own rvt; reading the rules more carefully
978438487,2020-09-14 22:45:00,Bdushaw,486291,,Undid revision 978430247 by TheGEICOgecko (talk) Not agreeing with revert; well-sourced material of primary significance.
978430247,2020-09-14 21:30:00,TheGEICOgecko,482737,,→‎Effect of Trump's pandemic response on the 2020 presidential campaign:  This subsection is way too extensive to add without discussion. Please discuss first.
978409061,2020-09-14 19:04:00,Mandruss,486291,−68,→‎Pressure on health agencies:  cite cleanup
978408421,2020-09-14 19:00:00,Bdushaw,486359,+10,→‎Pressure on health agencies:  clearer subsection heading
978407759,2020-09-14 18:55:00,Brogo13,486349,+9,
978405136,2020-09-14 18:36:00,MelanieN,486340,+3,→‎Pressure on health agencies:  missing word
978405034,2020-09-14 18:35:00,MelanieN,486337,,→‎Pressure on health agencies:  add MMWR interference
978399948,2020-09-14 17:56:00,Brogo13,484083,−2,
978398794,2020-09-14 17:49:00,Mandruss,484085,−28,cite cleanup
978398120,2020-09-14 17:45:00,Brogo13,484113,+3,ce
978387985,2020-09-14 16:35:00,Mandruss,484110,−2,→‎Racial views:  wordjonesing
978373693,2020-09-14 14:44:00,Bdushaw,484112,,→‎Pressure on health agencies:  New sub-section - pandemic and presidential campaign
978366912,2020-09-14 13:46:00,Brogo13,480531,−28,ce
978364386,2020-09-14 13:25:00,Tristan Surtel,480559,−4,→‎Pressure on health agencies:  Removed title per MOS:SURNAME
978356630,2020-09-14 12:17:00,Space4Time3Continuum2x,480563,−1,→‎Pressure on health agencies:  Typo
978356367,2020-09-14 12:14:00,Space4Time3Continuum2x,480564,−8,"→‎Pressure on health agencies:  Ce (""... when Mr. Trump, who a day earlier had tweeted about a “deep state” at the Food and Drug Administration blocking quick approvals of treatments and vaccines to hurt him politically, ..."")"
978342176,2020-09-14 09:41:00,Bdushaw,480572,−16,→‎Pressure on health agencies:  more word smithing
978337916,2020-09-14 08:55:00,Mandruss,480588,+122,→‎Testing:  cite cleanup
978336899,2020-09-14 08:45:00,Mandruss,480466,+154,→‎Pressure on health agencies:  cite cleanup
978332642,2020-09-14 08:05:00,Bdushaw,480312,−465,→‎Pressure on health agencies:  develop; remove redundant citation
978331295,2020-09-14 07:48:00,Bdushaw,480777,−84,→‎Pressure on health agencies:  word smithing
978268326,2020-09-13 22:21:00,SPECIFICO,480861,−240,"Undid revision 978264169 by Display name 99 (talk) restoring consensus text per long talk-page discussion and reflecting article text. Please review article text before making lead changes, even if you are not aware of the talk page history"
978264169,2020-09-13 21:43:00,Display name 99,481101,+240,Fixed inaccurate claims.
978262711,2020-09-13 21:32:00,MelanieN,480861,,→‎Testing:  new section re pressure on agencies
978262002,2020-09-13 21:26:00,MelanieN,478909,+28,→‎Testing:  name reference
978237630,2020-09-13 18:36:00,Mandruss,478881,−5,"partial rv of preceding ;; this is not a numerical value, so there is no reason to disallow a line break here"
978233139,2020-09-13 18:01:00,JHunterJ,478886,−4,"clean up, replaced: 0 billion → 0 billion"
978203808,2020-09-13 14:43:00,QQJJ,478890,,"Undid revision 978177086 by Supreme Deliciousness (talk) for violating discretionary sanctions: ""If an edit you make is reverted you must discuss on the talk page and wait 24 hours before reinstating your edit."""
978177086,2020-09-13 10:26:00,Supreme Deliciousness,479441,,Undid revision 978165969 by Tristan Surtel (talk) strongly disagree as it influenced his position in the conflict
978165969,2020-09-13 08:39:00,Tristan Surtel,478890,,Undid revision 978151356 by Supreme Deliciousness (talk) The alleged showing of one video to Trump by Netanyahu seems of little importance to Trump's life and should not take up almost half of the words spent on Trump's Israel policy.
978151356,2020-09-13 06:07:00,Supreme Deliciousness,479441,,→‎Israel
978017053,2020-09-12 11:06:00,Emir of Wikipedia,478890,−117,→‎Books:  if they are lesser to such an extent we don't even name them should we really mention them
978016425,2020-09-12 10:59:00,Tobby72,479007,0,better source
978014410,2020-09-12 10:35:00,Tobby72,479007,,expanded
978013780,2020-09-12 10:28:00,Tobby72,478345,,"rmv duplicate source, trimming, reworded"
977917859,2020-09-11 19:27:00,KRtau16,479039,+3,→‎National emergency regarding the southern border:  Typo
977862517,2020-09-11 12:11:00,Thanoscar21,479036,−3,"Neutralized tone from ""shot up"" to ""rose"""
977860712,2020-09-11 11:55:00,Thanoscar21,479039,−106,Shortened run-on sentence
977810007,2020-09-11 03:40:00,Miserlou,479145,+19,→‎Allegations of sexual misconduct
977731221,2020-09-10 16:42:00,Mandruss,479126,0,"→‎top:  Make consistent links for impeachment and acquittal ;; imo the inclusion of the word ""him"" prevents significant eggage in both links"
977727920,2020-09-10 16:17:00,Space4Time3Continuum2x,479126,0,→‎False statements:  Per extended-confirmed-edit request https://en.wikipedia.org/w/index.php?title=Talk%3ADonald_Trump&type=revision&diff=977724289&oldid=977707405
977692082,2020-09-10 11:09:00,Space4Time3Continuum2x,479126,,"→‎Russia:  Partially reverting https://en.wikipedia.org/w/index.php?title=Donald_Trump&type=revision&diff=977518237&oldid=977476476. None of the three sources is an opinion. Don't need another direct Trump quote. ""Mr. Trump’s comment was in keeping with his practice of not criticizing Mr. Putin,"" per the cited source. Trimming ""on Russia"" - obvious within the context."
977691846,2020-09-10 11:06:00,Bdushaw,478318,+315,→‎Controversy over face masks as strategy for pandemic mitigation:  revise and develop
977689075,2020-09-10 10:34:00,Bdushaw,478003,+10,→‎Initial response:  revise to be more encyclopedic
977688741,2020-09-10 10:30:00,Bdushaw,477993,+163,"→‎Initial response:  spell out HHS, CDC; give wikilinks"
977688199,2020-09-10 10:23:00,Bdushaw,477830,+1,→‎COVID-19 pandemic:  move another dangling sentence
977686966,2020-09-10 10:13:00,Bdushaw,477829,0,→‎COVID-19 pandemic:  not sure where to put dangling immigration sentence; put it here for now.
977641838,2020-09-10 02:32:00,Mandruss,477829,+39,→‎False statements:  cite cleanup
977639457,2020-09-10 02:11:00,DavidLee200,477790,−8,{{pp-30-500}}
977601609,2020-09-09 20:42:00,Mandruss,477798,+78,→‎Health care:  cite cleanup
977599994,2020-09-09 20:29:00,QQJJ,477720,0,"→‎Health care:  spelling error in source headline, no longer in source, update"
977594560,2020-09-09 19:51:00,Mandruss,477720,−22,→‎Impeachment trial in the Senate:  conciser
977592723,2020-09-09 19:38:00,Mandruss,477742,−2,→‎Impeachment trial in the Senate:  ce
977584548,2020-09-09 18:37:00,Bdushaw,477744,−39,"→‎Impeachment trial in the Senate:  delete confusing phrase, not worth elaborating on (IMO)"
977583694,2020-09-09 18:30:00,Bdushaw,477783,+9,→‎Russian interference:  better subsection heading
977526778,2020-09-09 10:50:00,Brogo13,477774,−46,ce
977518435,2020-09-09 09:24:00,Tobby72,477820,+1,fixed
977518237,2020-09-09 09:22:00,Tobby72,477819,+75,"rmv opinion, added nord stream"
977476476,2020-09-09 02:25:00,Brogo13,477744,−34,
977373609,2020-09-08 13:07:00,Bdushaw,477778,,Undid revision 977370847 by Mandruss (talk) agreeing with original rvt
977370847,2020-09-08 12:41:00,Mandruss,478874,,Undid revision 977369163 by Mandruss (talk) - self-rv per 1RR
977369163,2020-09-08 12:26:00,Mandruss,477778,,Undid revision 977361569 by Tobby72 (talk) - Excessive detail for this one-page biography of Trump (not a history of U.S. foreign policy during his presidency)
977363420,2020-09-08 11:36:00,Bdushaw,478874,−16,"→‎Pandemic response program terminated:  ce, simplify"
977362439,2020-09-08 11:27:00,Bdushaw,478890,−4,→‎Pandemic response program terminated:  ce
977362279,2020-09-08 11:26:00,Bdushaw,478894,+236,→‎Pandemic response program terminated:  rework section for better logical order
977361569,2020-09-08 11:20:00,Tobby72,478658,,update
977350893,2020-09-08 09:50:00,Bdushaw,477562,+347,→‎World Health Organization:  add citation
977275569,2020-09-07 23:05:00,Bdushaw,477215,−23,→‎White House Coronavirus Task Force:  ce
977275342,2020-09-07 23:03:00,Bdushaw,477238,0,→‎Initial response:  ce
977275237,2020-09-07 23:02:00,Bdushaw,477238,,"→‎COVID-19 pandemic:  further reorganization around subtopics, rather than chronological"
977214852,2020-09-07 15:49:00,Mandruss,476573,+339,Undid revision 977212936 by Tristan Surtel (talk) - Disagree. Probably more relevant to his biography than a lot of this detail about controversies surrounding the presidency. That his second favorite book is his own says something about him.
977213453,2020-09-07 15:38:00,Mandruss,476234,+70,→‎World Health Organization:  cite cleanup ;; mce
977212936,2020-09-07 15:34:00,Tristan Surtel,476164,−339,→‎Books:  Trimming one sentence: an opinion Trump has given about his book might be too detailed and better suited in bibliography article
977210689,2020-09-07 15:17:00,Bdushaw,476503,−9,→‎World Health Organization:  cite clean up
977210510,2020-09-07 15:16:00,Bdushaw,476512,,→‎COVID-19 pandemic:  correct and expand WHO discussion; initial sub-sub section headings (?)
977188167,2020-09-07 12:12:00,Mandruss,474916,+1,→‎Russian interference:  typo
977187244,2020-09-07 12:05:00,MrX,474915,−39,→‎Russian interference:  Attribution not needed per WP:YESPOV.
977186393,2020-09-07 11:59:00,Mandruss,474954,+108,→‎top:  +hidden comment for consensus #46
977186136,2020-09-07 11:56:00,MrX,474846,,→‎Russia:  More trimming as before; Copy editing
977185338,2020-09-07 11:49:00,MrX,476520,,→‎China:  More trimming as before
977184519,2020-09-07 11:41:00,MrX,477442,,"→‎Foreign policy:  Trimming foreign policy. While foreign policy is president's prerogative, this section. is too detailed and laden with quotes."
977183484,2020-09-07 11:32:00,MrX,480459,,"→‎Serbia-Kosovo:  This is too detailed for a biography, and it's simply not a major initiative led by Trump/ . It may be suitable for the presidency article."
977105280,2020-09-06 23:57:00,LennBr,483111,+4,→‎Legal affairs and bankruptcies:  Roger Stone linked
977004381,2020-09-06 10:47:00,Bdushaw,483107,+1,"→‎COVID-19 pandemic:  correct statement; not bleach but ""disinfectant"""
976998067,2020-09-06 09:44:00,Easternmagic,483106,,→‎Foreign policy:  Serbia-Kosovo agreement added
976972368,2020-09-06 05:06:00,Space4Time3Continuum2x,480454,−51,→‎COVID-19 pandemic:  Trimming
976872563,2020-09-05 15:33:00,Mandruss,480505,+7,→‎Support from the far right:  convert {{anchor}} below heading to {{subst:anchor}} within heading
976860250,2020-09-05 13:57:00,Mandruss,480498,+3,→‎COVID-19 pandemic:  cite cleanup
976859958,2020-09-05 13:54:00,Mandruss,480495,+20,→‎COVID-19 pandemic:  cite cleanup
976859729,2020-09-05 13:52:00,Mandruss,480475,−15,→‎COVID-19 pandemic:  cite cleanup
976859318,2020-09-05 13:49:00,Mandruss,480490,−397,→‎COVID-19 pandemic:  cite cleanup
976857972,2020-09-05 13:37:00,Bdushaw,480887,,→‎COVID-19 pandemic:  note time of market meltdown; citations; drawn from 2020_stock_market_crash
976855597,2020-09-05 13:12:00,Bdushaw,479641,+41,→‎COVID-19 pandemic:  citation dates
976836840,2020-09-05 09:54:00,Bdushaw,479600,+125,"→‎COVID-19 pandemic:  main link to pandemic, correct logical issue with start date of pandemic, and state when first declared pandemic"
976735889,2020-09-04 17:50:00,Mandruss,479475,+2,→‎Health and lifestyle:  cite cleanup
976734159,2020-09-04 17:38:00,Space4Time3Continuum2x,479473,−1,→‎Impeachment by the House of Representatives
976733625,2020-09-04 17:34:00,Space4Time3Continuum2x,479474,+11,Another partial revert of Emotionless Expression. All County - using the infinitive changes the meaning
976731125,2020-09-04 17:16:00,Mandruss,479463,+5,"Partial rv of edit by Emotionless Expression, not improvements."
976717959,2020-09-04 15:49:00,Ich,479458,+29,→‎Personal life:  ref work.
976702198,2020-09-04 13:46:00,Bdushaw,479429,,→‎COVID-19 pandemic:  clarify/correct statement; add additional citation
976686777,2020-09-04 11:32:00,MrX,478896,+37,→‎COVID-19 pandemic:  +verify srouce - See talk:Donald Trump#Trump's statements about slowing down of testing
976685754,2020-09-04 11:22:00,Emotioness Expression,478859,−86,Minor grammatical corrections (NOT including quotes)
976683558,2020-09-04 11:01:00,MrX,478945,−80,Reverted to revision 976551647 by Brogo13 (talk): This was discussed extensively and rejected because it overstates the extent and impact. See talk:Donald Trump#We have to agree and specify the wording before this can go in the lead (TW)
976682240,2020-09-04 10:48:00,Thorpewilliam,479025,+80,"So long as the lead should characterise Trump's response to COVID-19 as slow, it ought to mention his relatively quick halt on travel from China and later Europe. If this is undone please discuss on talk page and ping me, thanks"
976551647,2020-09-03 16:01:00,Brogo13,478945,+1,
976377890,2020-09-02 16:19:00,Space4Time3Continuum2x,478944,,→‎Health and lifestyle:  Too much detail for a hospital visit about which little is known at the moment. It's mentioned briefly in the last sentence of the next paragraph.
976273309,2020-09-02 02:53:00,John Broughton,480992,+372,→‎Health and lifestyle:  Adding a citation.
976219708,2020-09-01 20:29:00,Numberguy6,480620,+18,→‎Health and lifestyle
976219560,2020-09-01 20:27:00,Numberguy6,480602,+1,→‎Health and lifestyle
976203991,2020-09-01 18:53:00,Emir of Wikipedia,480601,−62,"Undid revision 976192157 by Sdkb (talk) article is about the federal government as whole, not specifically Trump"
976199133,2020-09-01 18:21:00,Numberguy6,480663,−2,→‎Health and lifestyle
976198931,2020-09-01 18:19:00,Numberguy6,480665,,→‎Health and lifestyle
976192157,2020-09-01 17:37:00,Sdkb,479006,+62,→‎top:  Another missing wikilink (this one to U.S. federal government response to the COVID-19 pandemic)
976191284,2020-09-01 17:31:00,Mandruss,478944,−22,"Undid revision 976190514 by Sdkb (talk) Sorry, but I think it has been established that we should refer to the Democrat-controlled House and the Republican-controlled Senate, or neither, and we settled on neither for the lead. That seems reasonable to me."
976190514,2020-09-01 17:27:00,Sdkb,478966,+22,"→‎top:  Given how the impeachment trial played out, noting the GOP control of the Senate during the trial is essential context."
976189644,2020-09-01 17:22:00,Sdkb,478944,−8,→‎top:  small copy edit to improve phrasing
976188804,2020-09-01 17:17:00,Mandruss,478952,0,"→‎top:  Any objection User:Sdkb? Seems more natural, somehow."
976188143,2020-09-01 17:13:00,Sdkb,478952,+43,→‎top:  wikilink to Trump's 2020 campaign
975999313,2020-08-31 16:30:00,ValarianB,478909,−10,Undid revision 975989441 by BLDM (talk) I believe it is you who should review the very large edit notices on this page
975989441,2020-08-31 15:19:00,BLDM,478919,+10,Undid revision 975957497 by Mandruss (talk) Restoring status quo. Review active WP:BRD arbitration remedies.
975957497,2020-08-31 11:00:00,Mandruss,478909,−10,"Undid revision 975932747 by BLDM (talk) - The purchase and sale are implied by ""owned"". No meaning was lost while reducing the word count by 18% and the character count by 13%. Good trim."
975932747,2020-08-31 06:52:00,BLDM,478919,+10,Undid revision 975931339 by Space4Time3Continuum2x (talk) Should be specified
975931339,2020-08-31 06:38:00,Space4Time3Continuum2x,478909,−10,Trimming the obvious;
975850874,2020-08-30 19:11:00,JLo-Watson,478919,+61,→‎COVID-19 pandemic:  updated caption
975791178,2020-08-30 12:49:00,Space4Time3Continuum2x,478858,+1,Reverting edit https://en.wikipedia.org/w/index.php?title=Donald_Trump&diff=prev&oldid=975728932. Notified editor that they are in violation of consensus item #17 and Talk page discussion https://en.wikipedia.org/wiki/Talk:Donald_Trump#2020_nominee
975785838,2020-08-30 12:05:00,QuantumRealm,478857,+1,Fixing grammar (except in quotes and titles)
975761095,2020-08-30 07:56:00,Mandruss,478856,−3,Undid revision 975758560 by Angus1986 (talk) - every one of these changes is wrong or not improvement
975758560,2020-08-30 07:34:00,QuantumRealm,478859,+3,fixing minor grammatical errors
975728932,2020-08-30 02:58:00,Vrrajkum,478856,−3,move sentence
975705640,2020-08-29 23:53:00,The Wicked Twisted Road,478859,+29,"→‎Republican primaries:  personally i am not sure that using ""bizarre spectacle"" is a good phrase at all, but it should at least be cited to the author"
975704824,2020-08-29 23:45:00,The Wicked Twisted Road,478830,0,→‎Foundation:  decap per other uses of word in section
975669199,2020-08-29 19:41:00,Emir of Wikipedia,478830,,→‎COVID-19 pandemic:  he is not Trump
975602299,2020-08-29 12:46:00,Space4Time3Continuum2x,479356,−1,→‎Real estate:  Fixed url
975600740,2020-08-29 12:31:00,Mandruss,479357,−2,→‎Real estate:  cite cleanup
975600539,2020-08-29 12:30:00,Mandruss,479359,+56,→‎Real estate:  cite cleanup
975597157,2020-08-29 11:57:00,Space4Time3Continuum2x,479303,,→‎Real estate
975596579,2020-08-29 11:52:00,Space4Time3Continuum2x,477699,−1,"Moving into FOURTH paragraph, as per Talk page discussion. Fifth paragraph isn't about Trump's actions, it's about investigations into his actions."
975569624,2020-08-29 07:24:00,Mandruss,477700,−43,→‎top:  omit caption pending consensus to include - discussion is open
975548733,2020-08-29 04:20:00,Iamreallygoodatcheckers,477743,+10,→‎Racial views
975508912,2020-08-28 22:44:00,JJonahJackalope,477733,+124,Added image caption to infobox
975501739,2020-08-28 21:39:00,JFG,477609,−4,→‎top:  Implement consensus on Wharton School in the infobox
975501576,2020-08-28 21:38:00,JFG,477613,−122,"→‎top:  Trim redundant info, now that the 2020 election is linked below"
975501038,2020-08-28 21:34:00,JFG,477735,+153,→‎top:  Add 2020 election nomination
975500301,2020-08-28 21:28:00,JFG,477582,−1,"→‎Promotion of conspiracy theories:  None of the source states that Trump has promoted QAnon, only that he has supported some Republican candidates who happened to be QAnon ""fans""; also copyedit first sentence"
975498917,2020-08-28 21:17:00,JFG,477583,,→‎Promotion of conspiracy theories:  Lengthy quote does not add value; cut run-in sentence in two parts; also use a better follow-up source to the initial report
975497190,2020-08-28 21:04:00,JFG,478168,−152,→‎Economy and trade:  No context for this picture; section does not mention Nancy Pelosi
975411989,2020-08-28 10:53:00,Momo824,478320,+6,"""As of 2020"" → ""As of April 2020"""
975392418,2020-08-28 07:42:00,SS49,478314,−4,Alter: title. | You can use this tool yourself. Report bugs here. | via #UCB_Gadget
975339199,2020-08-27 23:26:00,Mandruss,478318,+9,cite cleanup
975338786,2020-08-27 23:23:00,Mandruss,478309,,cite cleanup
975278708,2020-08-27 18:37:00,Pol098,479717,−171,merge refs
975245824,2020-08-27 15:46:00,BLDM,479888,−1,
975167570,2020-08-27 03:24:00,General Ization,479889,+49,added Category:American people of Scottish descent using HotCat
975152587,2020-08-27 01:03:00,Mandruss,479840,−13,→‎COVID-19 pandemic:  cite cleanup
975152353,2020-08-27 01:01:00,Mandruss,479853,+25,→‎COVID-19 pandemic:  cite cleanup
975141208,2020-08-26 23:20:00,JLo-Watson,479828,−8,Compromise solution - also the name is THE Trump Organisation - not 'Trump Organization'
975130082,2020-08-26 21:50:00,MelanieN,479836,,→‎COVID-19 pandemic:  recent developments re testing
975047508,2020-08-26 12:30:00,Mandruss,476647,−4,"→‎top:  Per MOS:OVERLINK, New York City is generally not linked. Courtesy ping User:Gerald Waldo Luis."
975045272,2020-08-26 12:12:00,Gerald Waldo Luis,476651,+8,"added link to ""borough"" and ""New York City"""
975013604,2020-08-26 06:59:00,Space4Time3Continuum2x,476643,−49,"Previous wording was incorrect. Fred Trump’s companies kept their names (e.g., Trump Management for the entity that managed Fred Sr.’s apartment buildings in Brooklyn and Queens), Trump just started using an umbrella brand. The casinos were in New Jersey, not Manhattan, most hotels and all golf courses were not in Manhattan."
974973279,2020-08-26 01:08:00,JLo-Watson,476692,+4,
974973224,2020-08-26 01:08:00,JLo-Watson,476688,+45,Previous wording was better - partial revert
974817831,2020-08-25 05:43:00,Mandruss,476643,+105,→‎2020 presidential campaign:  cite cleanup
974816475,2020-08-25 05:25:00,Space4Time3Continuum2x,476538,+1,→‎2020 presidential campaign:  Fixed date
974815400,2020-08-25 05:12:00,Space4Time3Continuum2x,476537,+3,→‎2020 presidential campaign:  Update to reflect nomination at RNC
974813796,2020-08-25 04:56:00,Ɱ,476534,+1,Ignoring my talk discussion won't help! Pretty important detail to overlook in the lead here.
974813519,2020-08-25 04:54:00,Mandruss,476533,−114,"Undid revision 974787288 by Ɱ (talk) - Talk:Donald Trump#Current consensus, item 17"
974787288,2020-08-25 01:09:00,Ɱ,476647,+114,"Add nominee status. Candidacy was not mentioned in the lede, but current major-party nomination to the presidency is crucial for any bio."
974743709,2020-08-24 19:17:00,Bdushaw,476533,−17,→‎COVID-19 pandemic:  ce; reduce wordiness
974690272,2020-08-24 12:43:00,Space4Time3Continuum2x,476550,−183,→‎Special counsel investigation:  Removed quote. Redundant after completion of investigation
974689760,2020-08-24 12:38:00,Space4Time3Continuum2x,476733,−138,"→‎Parents and siblings:  Removed publisher & location from newspaper and magazine, respectively,"
974688269,2020-08-24 12:25:00,Space4Time3Continuum2x,476871,−46,"Fred Trump’s companies kept their names (e.g., Trump Management for the entity that managed Fred Sr.’s apartment buildings in Brooklyn and Queens),  Trump just started using an umbrella brand. The casinos were in New Jersey, the hotels and golf courses all over the map."
974651933,2020-08-24 06:24:00,Sdkb,476917,+5,"→‎top:  replace ""thrice"" with ""three times"", since ""thrice"" is very antiquated language"
974649394,2020-08-24 05:58:00,IagoQnsi,476912,0,"→‎Special counsel investigation:  Mueller report, not Mueller Report"
974648788,2020-08-24 05:52:00,IagoQnsi,476912,+3,"fix confusing grammar by separating birthplace and education into two separate sentences (with the previous version, it took me a moment to figure out what the subject of the verb ""attended"" was)"
974645126,2020-08-24 05:16:00,Treybien2,476909,+137,→‎Parents and siblings
974522121,2020-08-23 14:36:00,MrX,476772,+235,"Reverted to revision 974512158 by Scjessey (talk): This version, or one very close to it has consensus. More importantly, including something in the lead also has a separate consensus. Removing this in its entirety is contrary to policy. See my slightly more detailed comments on the talk page. (TW)"
974517948,2020-08-23 14:10:00,JFG,476537,−235,"Undid revision 974512158 by Scjessey (talk) Sorry, ongoing RfC about this content"
974512158,2020-08-23 13:32:00,Scjessey,476772,+235,"Undid revision 974510007 by Emir of Wikipedia (talk) - revert to status quo prior to adjustments. This is the most consequential crisis of his presidency, so NOT having it in the lead in the run up to an election would be absurd."
974510007,2020-08-23 13:16:00,Emir of Wikipedia,476537,−235,Please gain consensus on the wording to be used.
974509568,2020-08-23 13:13:00,Bdushaw,476772,−185,Undid revision 974506727 by LilBillWilliams (talk) Several problems against consensus; see top of Talk page. We should wait for process to conclude properly.
974506727,2020-08-23 12:53:00,Bill Williams,476957,+185,"slightly changed wording without adding much (mainly linking relevant hyperlinks), shorter than my previous edit and closer to original wording"
974504917,2020-08-23 12:39:00,Mandruss,476772,−277,Undid revision 974479967 by LilBillWilliams (talk) - excessive for the lead of this one-page biography
974479967,2020-08-23 09:07:00,Bill Williams,477049,+277,added relevant info and hyperlinks to the lead regarding Trump's response to COVID-19
974462541,2020-08-23 05:56:00,Mandruss,476772,+10,cite cleanup
974450082,2020-08-23 03:33:00,Jack Upland,476762,−20,Lead - better expressed
974420843,2020-08-22 23:01:00,Scjessey,476782,−39,"Undid revision 974415618 by Fluffy89502 (talk) - has not been used on any article of a US president, and the single source cited at The Honourable does not support it anyway."
974415618,2020-08-22 22:15:00,Fluffy89502,476821,+39,prefix only
974404085,2020-08-22 20:33:00,Tbiw,476782,−5,→‎References
974343971,2020-08-22 13:02:00,Citation bot,476787,+179,"Alter: doi-broken-date, doi, pages, title. Add: volume, pmc, issue, s2cid, author pars. 1-1. Removed parameters. Formatted dashes. Some additions/deletions were actually parameter name changes. | You can use this bot yourself. Report bugs here. | Suggested by Timrollpickering | Category:Candidates in the 2020 United States presidential election | via #UCB_Category"
974343386,2020-08-22 12:56:00,MrX,476608,+233,"→‎top:  per talk page consensus to include something about this, and the significant weight of support for this version by Neutrality. This is supported by a wealth of sources from starship.paint and numerous comments in multiple sections, especially in the section Talk:Donald Trump#Finding common ground (Covid) where elements A through D have very strong support, and element E had moderately strong support."
974122096,2020-08-21 06:28:00,Space4Time3Continuum2x,476375,+4,→‎Real estate:  Linking
974121962,2020-08-21 06:27:00,Space4Time3Continuum2x,476371,+22,"→‎Real estate:  Trump Management Inc is still active, AFAIK. Other Fred Trump companies in 1971 were Trump Village Construction Corp., Swifton Land Corp., New Swifton Village Apartments, etc."
974106828,2020-08-21 04:11:00,Mandruss,476349,−24,Undid revision 974104696 by CatcherStorm (talk) - consensus is against a caption here
974104696,2020-08-21 03:52:00,LJF2019,476373,+24,
974098894,2020-08-21 03:01:00,Mandruss,476349,−2,→‎North Korea:  cite cleanup (per template doc)
974070975,2020-08-20 22:47:00,Neutrality,476351,−60,copy edit and drop repeated titles
974070652,2020-08-20 22:43:00,Neutrality,476411,−14,"we don't need these four words; if there is a change, we of course can and update"
974002503,2020-08-20 14:27:00,Space4Time3Continuum2x,476425,+488,→‎North Korea:  Manually reverting - see Talk.
974000690,2020-08-20 14:13:00,Space4Time3Continuum2x,475937,−36,"Moving to real estate section and combining. Source for ""Elizabeth Trump and son"" doesn't mention the name of the family business."
973998798,2020-08-20 13:58:00,Space4Time3Continuum2x,475973,−35,→‎Early life:  Ce
973967690,2020-08-20 08:58:00,Jack Upland,476008,,→‎Cuba:  Not really necessary in an article of this scope
973967641,2020-08-20 08:57:00,Jack Upland,476834,−488,→‎North Korea:  Removing out of date information
973967186,2020-08-20 08:52:00,Jack Upland,477322,−2,→‎North Korea:  ce
973869743,2020-08-19 18:22:00,Coffeeandcrumbs,477324,−14,→‎Comments about women:  not needed to distinguish the section
973852986,2020-08-19 16:16:00,Space4Time3Continuum2x,477338,−189,The source says that in the cutthroat NY real estate world many developers puff up their portfolios with optimistic exaggeration but doesn't speculate about the roots of Trump's hype or make claims about establishing his wealth.
973792149,2020-08-19 06:51:00,Space4Time3Continuum2x,477527,−469,Manually undoing. The edit was reinserted despite a previous objection & request to discuss on Talk page (https://en.wikipedia.org/w/index.php?title=Donald_Trump&type=revision&diff=973399153&oldid=973381735)
973781110,2020-08-19 05:06:00,Mandruss,477996,−12,→‎top:  no longer presumptive
973719755,2020-08-18 20:58:00,Mandruss,478008,−13,cite cleanup
973714462,2020-08-18 20:21:00,Davefelmer,478021,+471,"Note Israel-UAE deal as part of foreign policy in intro, re-added sources for Israel policy. No need to take it to anywhere as it is not a part of his personal life but a substantial part of his administration's foreign policy, and backed by reliable sources."
973704275,2020-08-18 19:02:00,Mandruss,477550,−57,Undid revision 973701005 by Ceedub88 (talk)
973701005,2020-08-18 18:36:00,Ceedub88,477607,+57,→‎External links
973602573,2020-08-18 04:34:00,Mandruss,477550,−24,"Undid revision 973598642 by Beyond My Ken (talk) - rv per BRD, article history suggests informal consensus against a caption here. See here for a recent (albeit brief) discussion, and other talk archive for more."
973598642,2020-08-18 03:59:00,Beyond My Ken,477574,+24,→‎top
